human	rat	mouse	fly	worm	yeast	alpaca	cow	horse	pig	sheep	cat	dog	guinea_pig	rabbit	chicken	duck	turkey
Q9Y535	B2RZB0	Q9D2C6	Q9VTL6	Q23645	P35718	0	F1ML03	F7CH78	F1SRD6	W5QAB8	M3W6B9	E2RRG9	H0VLX1	G1SSQ2	E1BV29	U3IBI1	G1NHR2
Q5JS54	B2RZB8	P0C7N9	0	0	0	0	F1MDD0	F7BBF4	A0A287AJ93	W5NTE2	M3X4W3	0	H0W7T7	G1SZB9	A0A1D5PGV4	U3I196	0
Q8NA82	Q5XIV2	E9PX79	0	0	0	0	E1BFD3	F7CF21	F1RRU8	W5PSK8	M3XB86	E2RED9	A0A286XH51	G1T3P0	0	U3I9H9	0
P42685	Q62662	Q922K9	0	0	0	0	E1BPI3	F6RRJ4	F1RZK6	W5PI49	M3W1G7	J9NY14	H0V900	G1SEX4	E1C2F6	U3IQV4	G1NKZ9
Q8TBP5	Q5FVQ7	Q9D3L0	0	0	0	0	G3MYS9	F6ZWQ2	F1RN64	W5QA47	M3XFE6	E2RFA5	H0WCC1	G1STI2	R4GM45	R0LHM5	0
Q8N3R9	B4F7E7	Q9JLB2	E2QD98	Q17549	0	0	E1BIQ8	F7C695	F1SA41	W5QJ48	M3WEF4	E2QY99	H0V0J4	G1T2F4	E1C3F8	U3HZE1	G1NHF1
Q96E17	P62824	P62823	0	0	0	0	P10949	F6ZV39	0	W5PBD0	A0A2I2V5I7	E2RC93	H0UW38	G1TMK2	E1C105	R0JXA4	0
Q86XJ1	D4AB19	Q3UWW6	0	0	0	0	F1MIY4	F6QKQ9	I3LR94	W5PX60	M3WV27	E2RMV2	A0A286XQF5	G1SSH9	R4GGB8	U3J2Q8	G3USE2
P0C6T2	B0BLS0	Q99LX8	A1Z7U3	0	0	0	0	0	0	W5QDY7	0	0	A0A286XMN2	0	A0A1D5PXP1	0	0
Q96MK2	D3ZX40	A1L3T7	0	0	0	0	F1MZ75	F6SLJ0	F1SBD9	W5PVZ3	A0A2I2UFP0	E2R0N7	H0VHD4	G1TCC0	F1NR43	U3IK91	G1NAX5
Q9P0G3	F1M091	Q8CGR5	0	0	0	0	F1MXS5	F6TLW2	A0A287BF31	W5PYJ0	M3VU69	F6PNJ4	A0A286XL95	G1TH80	0	0	0
Q9Y5R4	B1WBZ2	Q921L7	Q9VMD3	0	P53944	0	F1MC55	F6WWV2	I3LL60	W5PG38	M3WP06	E2RK46	H0UZC4	G1SNN3	E1BTM2	U3IHR2	G1MSR8
Q15672	Q9EPJ1	P26687	0	0	0	0	G3N341	0	F1SEI1	W5PJ37	A0A2I2UCJ3	0	0	0	Q9PVG4	0	0
Q9Y2S6	D3ZZW2	Q8K003	0	0	0	0	A1A4Q4	0	F2Z5V1	0	0	J9PAP4	A0A286XI21	G1U8R7	0	U3IRZ0	G1N779
Q9UEG4	Q99PJ7	Q6A085	0	0	0	0	F1MTC4	F6TRH0	F1RG79	W5PDF2	M3X1R2	J9P0Y6	A0A286XIK6	G1U7T9	0	0	G1MVW4
Q13885	P85108	Q7TMM9	0	0	0	0	E1BJB1	F6TLD9	0	0	A0A2I2U6U0	E2RFJ7	0	G1SY02	A0A1L1RNI8	U3J7M6	0
Q96J01	B5DEY5	Q8VE80	Q9VHT2	P91867	P53851	0	E1BDF6	F7BAN6	F1S386	W5Q541	A0A2I2UGT9	E2RC43	H0WBQ1	G1TBI3	0	U3INV5	G3URK8
Q5VZV1	D3ZJG1	Q8BLU2	0	0	0	0	A6QP81	F7AC56	A0A287A909	W5P4Y8	M3W1R9	E2RG06	A0A286XHD3	G1T9B4	E1BSL9	U3IA22	G1NPU6
Q9H237	D3ZVQ3	Q9JJJ7	Q9VWV9	Q22329	0	0	A7MB52	F6Q0Y5	I3LFC9	W5PS83	M3W9S1	E2R811	A0A286XSX2	G1T949	0	0	0
Q53GL7	D3ZZ94	Q8CIE4	0	0	0	0	F1MRP9	F7E1F0	0	W5Q1X6	0	0	H0VQJ9	0	0	0	0
Q68CR7	Q6TXF5	Q8K0B3	0	0	0	0	E1BQ13	F6Z101	I3LL39	W5QAM3	M3W9D8	E2RDK0	0	G1SNZ7	0	0	G1NH85
O94886	A0A0G2JVY4	Q91YT8	0	0	0	0	A7MB88	F7B5L9	A0A286ZLG0	W5Q829	A0A2I2V076	F1Q103	H0W750	G1SGE0	F1P4T6	U3IY31	G1N7K4
O15270	F1LSV4	P97363	0	0	0	0	A5PKM3	F6T8N8	F1SE08	W5NX59	M3VX05	E2RSR1	H0UWC3	G1SFF5	Q5ZJ96	R0LYH4	G1NJR9
Q9Y561	D3ZCF7	Q8BUJ9	0	0	0	0	E1BN03	F6YIW6	F1S1E8	W5Q1X4	A0A2I2U2D2	F1P9S8	H0W7F1	G1SH48	A0A1D5PIZ5	U3HZ55	G1NID9
Q6NVU6	M0RCY7	Q9CZP0	Q4V6M7	0	0	0	F1MIM7	F7A907	0	W5Q8T8	A0A2I2UWE0	0	H0UWX7	0	0	0	0
Q9UBQ7	B0BN46	Q91Z53	Q8I725	0	P53839	0	F1MB84	F6YQH0	F1ST73	W5PPD5	M3WI68	F1PJS0	H0VLZ2	G1SS85	F1NX57	U3IT84	G1NA72
P07942	D3ZQN7	P02469	0	0	0	0	F1MNT4	F6Y5K6	F1SAE9	W5PBD8	M3W292	F1PCD8	A0A286X8W2	G1T7X6	F1NJ23	U3ISN7	G1NC71
P17676	P21272	P28033	0	0	0	0	0	0	E5Q8C6	W5PV78	0	J9NUL5	H0W2Y6	G1THZ1	Q05826	0	0
Q9Y2X9	A0A0G2K3M5	Q99LI5	0	0	0	0	G3N3V3	F6XLR4	F1S5D4	W5Q3H0	0	0	H0VVE1	G1SYM0	E1C2L9	U3I375	G1NQZ8
Q9BT73	D3ZIU2	Q9CZH3	0	0	0	0	Q2NKS3	F6XBI7	F1RIW5	W5P5P8	M3W3Z2	E2R3R0	A0A286Y628	G1TC86	E1BTH8	U3J7Z2	G1MUP1
A6NC05	G3V7R5	Q9CWB7	Q9VMI0	0	0	0	E1BIP6	F7DDE9	F1RKL8	W5Q9I2	M3XD00	J9P460	A0A286XEC7	G1TAD3	R4GHR0	U3I5K9	0
Q6ZN57	B1WBX4	P08043	0	0	0	0	A5D7K3	F6PVU2	A0A286ZMW6	0	M3WYF2	J9P0A1	A0A286X877	U3KNG1	0	0	0
O15297	B1WCA0	Q9QZ67	Q9W4H8	Q95XK4	0	0	E1BD03	F7D2H3	I3LH52	W5Q6F9	M3XBL0	F1PFI9	H0UTQ0	U3KNS4	A0A1D5NXQ2	U3IL09	G1N6S1
Q9NUQ8	Q66H39	Q8K268	Q9VW13	Q20306	0	0	A4FUE2	F6Z7H2	I3LB03	W5QHF0	M3W8D6	E2RS26	A0A286X7M9	G1SM23	F1P0V5	U3IHR3	G1N9W1
Q8TBC3	P0C5J9	Q6P7W2	0	0	0	0	A3KMV1	F6WEE8	A0A287AI32	W5P9W9	M3VVW3	E2RD99	H0VE89	0	A0A1D5NW02	U3HZA0	0
Q96BQ1	A0A0G2JXJ3	P97805	0	0	0	0	G3N1D8	F7B5J2	I3LS93	W5PR14	M3W626	J9PAT5	H0VRL6	G1SI97	E1C5S9	U3ICQ4	G1N9H7
Q9NQC8	Q6AXQ9	Q9DB07	Q9VJ72	Q0G838	0	0	Q1LZB4	F7CNC0	I3LJ92	W5PL42	M3WFS5	E2R0U7	H0V7F4	0	F1NMX8	U3ID20	G1MY65
Q8N7Z5	F1LX87	A0A140LI88	0	0	0	0	E1B9F8	0	F1S2I5	W5Q5E3	M3X138	J9P8W5	H0VWX1	G1T158	0	U3IH61	0
Q5VTT2	D3ZWG8	Q9CQC3	0	0	0	0	Q32L77	F6YSY3	A0A287B1D0	W5PTT9	M3VU43	F1PEG3	H0V889	G1SVV7	0	0	0
Q8TER5	A0A0G2JZE7	Q3UPH7	0	0	0	0	F1MB21	F6YY39	I3LFZ9	W5QEJ7	M3WLJ4	F1PME6	H0VME8	G1SY61	0	0	0
Q96D15	I6L9G5	Q8BH97	0	0	0	0	Q2KJ39	F6Q6A8	I3LMU6	0	M3VTY8	J9NUZ4	H0V1C6	G1TVU4	0	0	0
Q8TED0	A2RRU3	Q8C7V3	Q9W4Z9	Q9N477	Q04305	0	A7MB12	F7D8U2	F1S2K2	W5P468	M3X7S6	F6XII0	H0V8B6	G1SDP7	Q5F3D7	U3ILS7	H9H0C6
P46459	F1LQ81	P46460	0	Q94392	P18759	0	F1MZU2	F7DGE2	A0A287AYL9	W5PMS2	A0A2I2V3G4	E2RFV4	0	G1T845	0	U3I6L8	G1MQ35
Q14980	F7FF45	E9Q7G0	0	0	0	0	F1N7I5	F6YNR0	F1SUX4	W5P0C1	M3W3V3	J9P1U4	H0VDA8	G1U6N8	R4GLW9	U3IBI9	0
P27448	A0A0G2JU56	Q03141	0	0	0	0	F1MAZ8	F6WVC3	I3LQZ4	W5P6R2	M3W8P5	F1P9C6	A0A286XXV2	G1TC47	E1BRA3	U3ISR8	G1NL12
Q10469	Q09326	Q921V5	Q961U0	O17560	0	0	E1BB36	F6PWZ6	0	W5NRR6	M3XAB6	J9P947	H0VDY2	G1T9H4	A0A1D5PJ47	0	0
Q9UQL6	F1LM64	B7ZDF5	0	0	0	0	F1MNA5	F6XF13	A0A287BHQ4	W5PAD5	M3VY28	F1P6I3	A0A286X7E6	G1SVG4	0	0	0
Q8IZ83	Q3T1L0	Q571I9	0	0	0	0	F1N441	F7C3N9	F1RHZ9	W5PU89	M3WAY7	F1PI06	H0UZI3	G1TM29	0	0	0
Q8N8Q3	A0A0G2K5U3	Q8C9A2	0	0	0	0	Q1JQE5	F6RF01	F1RZ91	W5NRK0	M3X5U6	E2R813	H0V5P3	G1U2V2	E1C197	U3I6S8	0
Q9NWX5	Q6AYC9	Q91ZU1	0	0	0	0	F1MWW0	F7DL28	A5PH53	W5PG13	M3W2S6	F6V718	A0A286XWU4	0	F1NVE4	R0K718	G3UTZ8
O14543	O88583	O35718	0	0	0	0	Q9BEG9	F6SEB6	0	W5NPR3	M3WYS7	F1PZ18	H0W4E0	G1U3J8	R4GJH9	U3IX76	0
P04216	P01830	P01831	0	0	0	0	Q3SX33	F6ZC75	B9ZSM8	W5Q3E0	A0A2I2UGV7	J9P7X2	Q9WUR5	G1STP9	E1C6J9	R0KPM3	G1MUK3
Q96IP4	D3ZH34	D3Z5S8	0	0	0	0	E1B8X5	F7AJW0	F1RQL4	W5PBA4	A0A2I2V069	J9NSG0	A0A286XJY7	G1SVW8	A0A1D5PDD1	U3I387	G1NLW5
Q8WWV3	B2GUZ6	Q924D0	Q8IPZ3	Q4W4Z2	0	0	Q0VC50	F6ZDF5	F1RT48	W5PNA6	M3X977	F6V4D2	H0V984	G1T5A5	F1NL88	U3INN6	G1NLA7
O95208	Q505I9	Q8CHU3	0	0	0	0	F1MYK3	F7BGH2	A0A287B8Y9	W5QAF4	A0A2I2UVU5	F1P9H0	A0A286XXG1	G1SFD5	A0A1D5P094	U3J0D3	G1N0U6
Q5VU57	F1LYK5	Q09LZ8	Q8IMH9	Q09296	0	0	F1N3V9	F6ZV14	A0A286ZUF9	W5P1G4	M3VUZ4	J9P215	H0VPR2	G1SR23	A0A1D5PRK9	U3IK25	G1NEG0
Q9BZI1	D3ZGA0	P81066	0	0	0	0	G3N2B2	F6TTL3	A0A287BF95	0	0	E2RNP5	H0UUW3	G1SWP2	Q9PU52	U3INP3	0
A0A1B0GW64	F1M752	Q3TS39	0	0	0	0	E1B8N0	F6PVZ4	0	W5Q729	M3WY50	J9NV04	H0V002	G1TMF9	A0A1D5NY62	U3HZ75	0
Q8TBZ6	Q4KLI2	Q8C1Z8	Q9VR56	Q19789	Q12400	0	Q3MHI8	F6SYK7	F1S0Z2	W5Q0I6	M3X069	E2RGS3	H0VJ59	0	F1N8S8	U3I4Q2	G1NFD4
P34932	F1LRV4	Q3U2G2	0	0	0	0	E1BBY7	F6YZJ4	I3LQB7	0	M3WGX4	E2RT63	H0V2D0	G1SV05	A0A1D5PPF8	U3I4J7	G1NAI1
Q8IYB5	M0RC57	Q91VZ6	0	0	0	0	F1MU99	F6R8B6	F1RTT0	W5PNN3	M3W7D5	A0FI88	A0A286XDZ0	G1TD28	E1BX68	U3IX52	G1NM55
Q96EP1	Q5PQJ8	Q810L3	0	0	0	0	E1BBP0	F6QF36	F1RI74	W5PHM9	M3VYM5	E2QUI8	A0A286XUQ2	G1T8D2	F1NVB6	U3I586	G1MSI0
Q9NYF0	D4A3W8	Q8R4A3	0	0	0	0	F1MP88	0	A0A287BHQ5	W5QIY9	A0A2I2UKT1	E2R933	A0A286XDV1	G1T8T4	Q1G7H4	U3IIB6	G1NLI5
Q9BW66	B0BNM8	Q9D0V8	0	0	0	0	A6H7E2	F7B4Q6	F1SA06	W5P360	M3VX88	J9NZ76	A0A286Y544	G1U100	F1P4G7	U3IZT4	G1NKX6
O95251	A0A0G2K9F0	Q5SVQ0	Q9VM15	0	0	0	Q08DP5	F6SN79	M3VK28	W5P6L3	M3VYV9	E2RRZ5	A0A286XQ03	G1SDT4	Q5ZK16	R0L4Q9	G1MT57
Q9UHB7	D3ZSX2	Q9ESC8	0	0	0	0	E1BCF6	F6SE46	A0A287B8T6	W5PVA0	A0A2I2U697	E2RT86	H0UX42	B7NZL7	A0A1D5PYP0	U3IUP0	G1NAC6
Q8TAQ5	D3Z901	0	0	0	0	0	Q3SYV7	0	A0A287ARG7	W5P5W2	A0A2I2UN08	J9NRJ4	A0A286XXV4	G1T273	0	0	0
Q8IY63	F1LZQ6	Q9D4H4	0	0	0	0	E1BEQ5	F6Q8E2	F1STJ4	W5PI32	A0A2I2U6Z3	J9P059	H0V7C4	G1SEP5	A0A1D5P206	U3I4N4	0
Q9GZU7	B1WC24	P58466	0	0	0	0	E1BDE3	F6Q9M8	A0A287AH15	W5QE57	M3VYE5	E2RFB6	A0A286XWB2	G1TBX3	A0A1D5NU63	0	G1NG43
Q96FM1	B1WBW5	A2A559	Q7K0P4	O61975	P25625	0	A7YWP2	F6YBP0	A0A287ADB1	W5PQ73	M3WCC1	E2QY81	A0A286XS63	G1U8T6	H9L1M1	0	H9H0N3
Q9UJ37	Q6ZYN8	P70277	0	0	0	0	Q148L9	F6WBM6	F1RWP7	W5PA89	M3WGA4	J9NYC3	H0VUT5	G1SXG3	F1NF50	U3IZP8	G1MYB0
Q15562	B5DF69	P48301	0	0	0	0	Q05B82	F7CID9	A0A287B2H8	W5Q3F4	M3VWT4	J9NZ29	A0A286XSN3	G1SVU2	0	0	0
P53355	A0A0G2K5V8	Q80YE7	0	0	0	0	F1MRL0	F7DZT2	I3LU37	W5PFX9	M3W3G8	E2JE41	H0UV62	G1SJW2	A0A1D5NT66	U3J4W9	G1N549
P43119	P43253	P43252	0	0	0	0	E1BQ27	F7CK38	I3LT62	W5PLU4	M3WWQ0	E2RQZ0	A0A286XFI7	G1TSS1	0	0	0
Q8NHP8	Q4QQW8	Q3TCN2	0	0	0	0	F1MIH9	F6X085	F1RKC7	W5PCE0	A0A2I2UJ18	F1PS11	H0VQH8	G1STY4	F1P0Z3	U3J3I8	G1NCL1
A0A286YFK9	Q8VBT7	A0A1L1SR87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NHX9	D3ZTJ6	Q8BWC0	0	0	0	0	E1BIB9	F7DI86	A0A287A8S2	W5Q728	M3VZ55	E2QYG4	G8ZAG7	0	F1NSV9	U3I6U7	G1NC29
Q9NYA1	Q91V26	Q8CI15	0	0	0	0	F1MXZ6	F7C8G3	A0A287AP24	W5PBU8	M3W431	E2RJ55	H0VKW0	G1U0X4	A0A1D5P1F1	U3HZM0	G1NB87
O14544	D3ZS84	Q9JLY0	0	0	0	0	E1BKN8	F7DR25	A0A287ANR4	W5P404	M3WAZ0	J9NSS0	A0A286X7L3	G1U030	B2WUP2	R0LMQ6	G1NR40
P18206	P85972	Q64727	O46037	P19826	0	0	F1N789	F6ZT22	P26234	W5PFI7	M3XCV3	J9P4F3	A0A286XX31	G1SJ56	0	U3IR26	G3UPE7
P55771	R9PXT8	P47242	P23757	0	0	0	F1MFP5	F7BX59	F1SHK6	W5PDX7	M3VVV3	F1PXE6	H0VI35	G1T761	F1N8W6	U3IZF7	G1NIT1
Q9GZN6	F1M3H9	A0A1L1SR47	0	0	0	0	F1MFB9	F6R5Q4	A0A286ZZT6	W5PTF0	M3W171	E2QRT2	0	G1T6E2	0	0	0
A6NFA1	D3ZHN3	B1ATG9	0	Q17678	0	0	0	F6U293	A0A287BTK3	W5P0A0	M3WQ16	F1P883	H0VJX9	0	R4GF39	U3IHL3	0
O43791	B2RYD9	Q6ZWS8	0	0	0	0	Q0VCW1	F7A1J9	I3LA15	W5P7C3	M3VYV6	E2RS90	H0VHR4	G1TC83	E1C049	U3IHQ1	G1MTD7
Q12870	D3ZEK9	Q60756	0	0	0	0	A2VE98	F6VFW8	A0A286ZU17	W5QCH3	0	E2RI49	H0VMS4	G1TIU3	R4GFH4	U3HYY5	G1N775
Q9NRZ5	Q924S1	Q8K4X7	0	0	0	0	Q5EA60	F6W9J9	D0G0C1	W5P3W0	M3VUL5	F6Y4T4	H0V738	G1TCD8	E1BY49	U3IY63	G1NIC7
Q96AW1	B5DEK8	Q8R1C3	0	0	0	0	A6QNZ8	F6TYK7	A0A286ZTP8	W5PW02	A0A2I2U153	F1PCM8	A0A286Y4C7	G1SP93	A0A1D5PUL0	U3I7S7	G1NI93
P30085	Q4KM73	Q9DBP5	Q9VBI2	0	0	0	Q2KIW9	F7D3E3	A0A287BR80	W5P075	M3X4Y5	F1PIG2	A0A286XQT2	G1T398	Q5ZKE7	U3IS89	G1NEB5
Q99705	P97639	Q8JZL2	0	0	0	0	F1MJD1	F7B4J6	F1SRB6	W5QGP5	M3WML9	F1Q1T2	H0VKT7	G1U8V0	F1NBS2	U3I0P0	G1NR34
Q14204	P38650	Q9JHU4	P37276	0	0	0	E1BDX8	F6RHB3	A0A287B9W3	W5NYP8	A0A2I2U3S9	F1PGY9	0	0	F1NKL4	U3J3G3	G1NKW6
P16389	P63142	P63141	0	0	0	0	F1MKB0	F6XE18	Q1AP78	W5PQ46	M3W2P3	Q28293	A0A286XTL3	Q09081	Q7T1A0	R0L1C6	G1NRG0
P33992	E9PTS4	Q52KC3	Q9VGW6	Q21902	P29496	0	A6H7F8	F7D4R9	I3LR86	W5QB00	M3WJK6	F1P8U8	H0W6I8	G1SZQ1	Q5ZKL0	U3IK61	G3UU00
Q96PD7	Q5FVP8	Q9DCV3	0	0	0	0	Q70VZ8	F6PXX7	0	W5PRI8	0	J9NS15	H0V333	G1T6Y5	A0A1D5PMU1	U3IUK1	H9H0J3
O95466	A0A0G2JYU6	Q9JL26	0	0	0	0	F1MGX4	F6UEX8	A0A287AW09	W5PJU3	A0A2I2UAX4	J9P103	H0W055	G1T2R7	0	U3I793	G1NEG3
Q9NZC9	B4F769	Q8BJL0	Q9VMX6	Q8MNV7	0	0	Q9TTA5	F7E438	A0A287B6H5	W5QDN5	M3WBB3	E2RGL2	H0VKZ4	G1SY48	F1P0X4	U3IQS3	G1NGJ4
Q96KR7	A0A0G2K018	Q8BYK5	0	0	0	0	F1MVP7	F6VQ49	A5GFP0	W5Q2S3	M3W3I5	F1PXG1	H0V3Z2	G1U1L7	0	U3J4C7	G1N0R1
Q5PSV4	A0A0G2K4G6	Q3U1T3	0	0	0	0	F1MZY1	F7BHN9	F2Z5N1	W5PDB8	M3WQI1	J9NXV8	A0A286XVR4	G1SRT0	Q5ZLL9	U3IXS9	G1NIS6
A6NH21	A8WCG0	Q5XK03	0	0	0	0	F1MGF0	F6ZHH9	F1SI82	W5PND0	M3W671	E2RNL5	0	G1SEV8	A0A1D5P7L0	U3IFZ9	G1NDM6
Q9BR39	Q2PS20	Q9ET78	0	0	0	0	F1MNA0	F6YGX0	0	W5P0G9	A0A2I2UA50	E2R901	H0VX95	G1TRB5	0	U3INA7	G1MY82
Q8IVW8	D3ZPS4	Q91VM4	0	0	0	0	F1MXM0	F6X8L3	A0A286ZN28	W5QCQ8	M3X5S7	0	H0VQG8	G1T2J8	F1NJL1	U3IL99	G1MUT2
Q9H4P4	A0A0G2K4P8	Q8BH75	Q9VUV7	0	0	0	F1N658	F7ACG1	F1SLZ9	W5PJ70	M3WYQ0	E2QVC5	A0A286XAC3	G1SYH8	A0A1D5PDU4	U3J906	H9H138
Q9P126	D3ZJD8	Q9JL99	0	0	0	0	E1BLL1	F6XNU6	I3LNV9	W5QIN7	M3W1Z6	F1PYF3	H0W3B0	F8T9Y2	0	0	0
A2RU14	Q5U3Y9	Q9CQ44	0	0	0	0	A5PJF4	F6ZA06	F1S780	W5PNU7	M3WME0	E2R253	A0A286XDL5	G1T817	0	U3HZ67	0
Q9NPI8	F1M0R6	E9Q5Z5	0	0	0	0	F1MWV7	F6ZAZ7	A0A286ZKC7	W5PCK7	0	J9P3B2	H0VVX1	G1SUZ3	E1C4T8	U3I1E4	0
Q5JUK2	D4A4L1	Q6IUP1	0	0	0	0	F1MFE5	F6XKS8	0	W5P4S1	0	J9NUV6	0	0	0	0	0
Q8N6V4	D4A9X2	Q3KNL4	0	0	0	0	P0C920	F6T880	F1SDW7	W5NVQ3	M3X8J2	E2R105	H0W2Z2	G1U2A3	0	0	0
P14923	Q6P0K8	Q02257	0	0	0	0	Q8SPJ1	F6V1T9	Q8WNW3	W5Q7R8	M3VXY4	A0A140T8E6	H0V0I7	G1T2J0	E1C1V3	U3J5G0	0
O14523	Q5U2P5	Q80X80	0	0	0	0	A7Z071	F7A3E9	F1SAH4	W5PV57	M3VW38	E2RQ88	H0V7W2	G1T000	A0A1D5P2C1	U3INN3	G1MWC2
Q15545	B0BN78	Q9R1C0	0	0	0	0	F1N4B6	0	F1RMU2	W5PXG1	0	J9NVG0	A0A286XVS6	G1T6I3	F1NI87	U3IXC5	G3USR0
Q9GZS3	Q4V7A0	Q9ERF3	Q9XZ19	0	0	0	Q32LN7	F7A921	F1RKU4	0	M3WDF1	E2RBV0	H0VUW5	G1SWE5	Q5ZJH5	U3HZN0	G1MXE8
Q8IW75	G3V782	Q7TMF5	0	0	0	0	Q08DM0	F6S634	F1SCE7	W5Q0G3	M3X4S5	E2RNE1	A0A286XG19	G1TD35	0	0	0
Q5SRE5	F1LRC6	Q6ZQH8	A0A0B4K859	0	0	0	F1N6B6	F7BUC6	A0A287BPQ1	W5PGT1	M3W4V5	F1PCA6	H0V2C8	G1SD25	A0A1D5PTV2	U3IDH2	G1MZX2
O75362	D4AB75	Q3U0X6	0	0	0	0	E1BN65	F6ZCB3	A5GFZ7	W5Q013	M3XCF7	J9P3A9	H0W052	G1T162	0	U3IFB1	G1NAM1
Q99645	G3V6L6	P70186	0	0	0	0	P79119	F6V4S1	F1SPZ8	W5Q2B6	M3XF62	E2R430	H0V740	G1T5A8	Q90944	U3J1W5	G1NFI9
Q9H6L4	B2GUY5	Q3UJZ3	Q9VEV6	0	0	0	A4FV81	F6U557	F1RVX1	W5PNP7	M3XE10	E2RGQ4	A0A286XZ64	G1TIX3	E1C475	U3IGM0	G1NAS6
P68371	G3V7C6	P68372	Q24560	0	0	0	Q3MHM5	0	A0A287A275	0	M3W0Z9	L7N0I7	H0VKM7	G1TXL3	F1NYB1	U3J842	0
P82930	D4ABM5	Q9JIK9	0	0	0	0	F1MKN3	F6W9G1	F1RG19	W5Q4I2	M3XB46	E2R798	H0V5B4	0	0	U3J3C7	G1NCU9
Q8TCD5	D3ZWR1	Q9JM14	0	0	0	0	G3X6X2	F7A8Z1	I3LQS2	W5PNM0	A0A2I2UIQ8	F1Q4B4	A0A286XPX3	G1TYF3	0	0	0
Q6UWN5	D4A9M5	Q9D7Z7	0	0	0	0	F1MV02	F6XSY0	F1RMU7	W5PGP6	A0A2I2UJQ6	E2RGQ3	H0WCK0	G1SRC6	0	0	0
Q8WTR4	G3V9L7	Q640M6	0	0	0	0	A7MAZ1	F6S1U5	F1SUM9	W5PQ77	M3WG23	E2RH70	H0VGG1	G1TUL1	A0A1D5PB53	U3IX23	G3USK8
Q6J272	Q4QR77	Q9D4K5	0	0	0	0	G3X6E2	F6ZE89	F1RVX7	W5NT06	M3WCZ4	E2QX03	H0VFF1	0	A0A1L1RQG0	U3J8H2	G1MTJ0
Q92686	Q04940	P60761	0	0	0	0	P35722	F6YWE3	A0A287A6U0	W5Q202	M3VYU8	F1PY86	A0A286XM92	G1SHX0	F1NUV4	U3J0B5	0
Q96GD3	A2RRU0	Q8K214	0	0	0	0	E1BBV6	F6TR73	A0A286ZLC1	W5QGK7	M3WMD8	F6XV14	H0V0S6	G1SMC3	E1C480	U3J833	G1MQF4
P41221	F2Z3U1	P22725	0	0	0	0	E1BDG5	F6Q9G1	A0A287A1J0	W5Q1D2	M3WL56	J9P5H0	A0A286XD12	G1SD64	Q9YGX6	R0L7T2	G1N306
O43504	D3ZF11	Q9D1L9	0	0	0	0	Q3SZ68	F6Y761	Q66X52	0	A0A2I2V5B9	J9NXZ3	A0A286X7M4	G1SHK7	F1NRX4	U3J857	G1MTY3
Q8N7X2	D3ZRE5	A2RSX4	0	0	0	0	0	F7DJA8	F1RVX8	W5NSM0	M3X7U7	F1Q038	H0VTD4	0	0	U3ICM2	0
Q8N130	Q8K4R8	Q80SU6	0	0	0	0	G3MXY5	F7CXU7	A0A287B355	W5NWZ5	M3XDY3	E2QWZ4	H0VFE7	0	0	0	0
P51168	P37090	Q9WU38	0	0	0	0	A5D7U4	F7D6C6	I3LGX7	O62816	M3W3L7	Q95165	H0VNV9	G1SV30	F1NE95	U3J1F8	G1N4H6
Q16445	G3V6G3	P16305	0	0	0	0	E1BE96	F7AP25	F1RR70	W5PWK0	M3WDZ3	E2RSN3	H0VF68	G1T8A9	Q90845	U3J0I6	G1MUW8
O43164	Q63364	Q80U04	0	0	0	0	A6QR43	F6UVM2	I3L7L2	W5QC11	M3WIL8	F1P9B4	H0VRE2	G1T0P6	F1NKQ8	U3IV09	G5E7N0
Q96QZ0	P60572	Q8CEG0	0	0	0	0	E1BF03	F6TM26	F1S7B4	W5PL29	M3VYU2	F6X9T9	A0A286XWY5	G1SIV6	E1C4Y1	U3J0J3	G1MQ73
Q13049	Q66H79	Q8CH72	0	0	0	0	Q0VCP5	F6YCR4	F1SMI2	W5P769	M3WUV2	E2RKK7	A0A286XTK2	G1TL09	A0A1D5PVU9	0	G1MW22
P49221	Q99041	Q8BZH1	0	0	0	0	0	0	0	0	0	0	H0V4R4	0	A0A1D5P5P9	U3IYU3	G1NGK7
Q96CP7	Q5U2T1	Q99JT6	0	0	0	0	A5D7H0	F6WSW0	A0A286ZY47	W5P0C7	M3W1E9	J9NVQ2	H0UW88	G1SE78	F1NZP5	0	0
Q9H0W9	Q5U2Q3	Q91V76	0	Q3Y402	0	0	Q2HJH3	F7DS10	F1STK8	W5NVR9	A0A2I2U7D8	E2RSD8	H0VQD1	G1T443	F1NY09	U3J5H0	G1NQN3
Q15056	Q5XI72	Q9WUK2	0	0	0	0	A7MBG9	F6R3A3	I3LRD5	W5PQJ1	A0A2I2UV28	E2RQG8	A0A286XKU5	G1TE76	F1NYA2	U3INQ1	G1MUE0
Q9H5I1	D3ZIH5	Q9EQQ0	0	0	0	0	Q32PH7	F6XYW4	A0A287A6I1	W5PC15	A0A2I2UPN9	0	A0A286XJC5	G1T8Q1	Q5F3W5	U3IEP8	G1N0M8
P15309	P20646	Q8CE08	0	0	0	0	A6H730	F6TQ83	F1SPF0	W5PH63	M3W7V9	F1Q4D3	H0V878	G1SYZ1	0	0	G1NG25
